investor,investee,mount,pre_investor,pre_investee,pre_mount,sentence
0,0,0,0,0,0,让这个行业围绕一个单一的标准团结起来也将有助于无人机生态系统中的各种公司更好地与大疆进行竞争，大疆在这一市场中处于远远的领先地位
0,1,0,0,0,0,商业无人机产业是支离破碎的，Auterion的联合创始人兼联合首席执行官KevinSartori表示
0,0,0,0,0,0,要满足这些异构商业应用，不可避免地需要大量资源和人才来提供复杂的垂直解决方案
0,0,0,0,0,0,对于单个供应商来说，这种复杂和完整的解决方案很难成功构建和交付
0,1,0,0,0,0,Auterion构建了开放的基础设施操作系统，从而可以让供应商、制造商和服务公司响应市场需求，将产品和服务建立在全球标准之上
0,0,0,0,0,0,无人机操作系统运行在嵌入式飞行控制器和机载Linux计算机上
0,0,0,0,0,0,飞行控制器负责飞行性能和有效载荷位置、姿态、相机控制，而性能更好的Linux计算机可以运行定制的第三方应用，如避障、飞行性能分析和处理LTE上的数据流
0,1,0,0,0,0,Auterion的操作系统兼顾了这两者，并能够远程向嵌入式飞行控制器和Linux计算机提供软件更新
0,1,0,0,0,0,与此同时，为了实现产品之间尽可能高的集成水平，Auterion表示，它与其他Dronecode成员维护开源无人机软件的机构密切合作，包括3DRobotics、Airmap、ARM、英特尔、恩智浦、索尼、STMicroelectronics和Trimble
0,1,0,0,0,0,Auterion也是PX4生态系统的最大贡献者
0,1,0,0,0,0,值得注意的是Auterion另一位联合创始人LorenzMeier
0,0,0,0,0,0,他是无人机行业使用最广泛的开源标准PX4、Pixhawk、MavLink和QGC的创造者，并于2017年被任命为麻省理工学院的创新者
0,1,0,0,0,0,开源软件本身很难被采用，也不能保证功能性，Sartori解释道，并将Auterion的使命比作RedHat的使命
0,1,0,0,0,0,Auterion将开放源代码打包成一个受管理的、长期支持的发行版，使其易于企业使用
0,0,0,0,0,0,我们还提供所有支持服务云分析、预测性维护、无人驾驶交通管理作为总控解决方案
0,1,0,0,1,0,为此，Sartori说Auterion的典型客户是无人机服务提供商，他们购买并维护无人机机群，为大型企业和财富500强公司提供服务，以及希望在业务部门内部提供服务的大型企业例如事业单位、警察等
0,0,0,0,0,0,该公司还瞄准为商业应用制造无人机的无人机原始设备制造商
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,ShapeShift是一家基于区块链技术的数字货币交易平台
0,0,1,0,0,1,据悉，该平台最近筹得了1040万美元A轮融资资金
1,0,0,1,0,0,本轮融资由EarlybirdVentureCapital领投，由Lakestar、FundersClub、BlockchainCapital、PanteraCapital以及AccessVenturePartners参投
0,0,0,0,0,0,这家瑞士交易平台成立于2014年
0,1,0,0,1,0,ShapeShift的运营理念十分简单，通过这个平台，所有用户都可以自由兑换数字货币，使用区块链资产去兑换比特币或是以太坊，并且用户不需要以任何形式进行注册账户
0,0,0,0,0,0,该公司早前已经完成了将近240万美元融资
0,0,0,0,0,0,据了解，该平台将利用最新一轮的融资资金进一步壮大公司内部团队，从而跟上公司发展的步伐
0,0,0,0,0,0,同时，公司还在声明中表示，目前平台每月管理的比特币数量高达5万个
0,1,0,0,1,0,不仅如此，ShapeShift还将于今年晚些时候发布两款具有突破性意义的交易产品
0,1,0,0,1,0,ShapeShift创始人兼首席执行官ErikVoorhees是数字货币早期的使用者之一
0,0,0,0,0,0,他在2013年以126315个比特币的价格出售了自己的赌博网站SatoshiDice，当时这些比特币估值高达1147万美元
0,0,0,0,0,0,这项交易可以说是当时最大的比特币交易事件
0,1,0,0,1,0,当我们最初创办ShapeShift时，数字资产的未来用途还仅仅处于理论阶段
0,0,0,0,0,0,ErikVoorhees在声明中表示，不过我们相信数字货币时代即将到来，在未来，数以百万计的数字货币将在世界各地的交易中衍生出来，形成一个百花齐放的局面，每时每刻，无处不在
0,0,0,0,0,0,正如信息本身就以数字化的形态存在的，而现在它的价值只不过被具象地表现出来
0,0,0,0,0,0,比特币为人们敲开了新世界的大门，比特币热正在蔓延
0,1,0,0,1,0,目前，市面上存在很多数字货币交易所，例如Poloniex就是ShapeShift最大的竞争对手
0,1,0,0,1,0,不过Voorhees表示，ShapeShift平台与其他传统交易平台不同，ShapeShift为货币买卖双方提供对接的平台，并不类似于传统的P2P交易平台
0,0,0,0,1,0,当持有比特币的用户访问我们的网站，然后他想要用比特币兑换以太坊，那么我们就给他兑换以太坊
0,0,0,0,0,0,这一点就和传统平台不大一样，他们需要买家与卖家配对，然后再进行交易
0,0,0,0,0,0,而我们的运营方式则更像是一台自动售货机
0,1,0,0,1,0,据ShapeShift官方表示，目前平台支持超过40种数字货币以及数字资产的兑换，其中包括比特币、莱特币、以太坊以及达世币
,,,,,,;;;;;;;;;;
0,1,1,1,1,1,今日，法国创企Platform.sh获得了3400万美元C轮融资
0,0,0,0,0,0,这家公司想要帮你管理云端基础设施，主要负责其中最复杂的工作
0,1,0,0,1,0,当你使用Platform.sh时，这家创企将帮你测试和部署你的云基础设施
0,0,0,0,0,0,每次你要更新应用时，部署工作就会变得很简单
1,0,0,1,0,0,本轮融资由Partech领投，参投方包括IdinvestPartners、BenhamouGlobalVentures、SNCFDigitalVentures以及现有投资人HiInov
0,0,0,0,0,0,这家公司主要针对大客户
0,0,0,0,0,0,目前它和650家企业客户建立了合作，包括Magento、Gap和金融时报
0,0,0,0,0,0,2018年它的同期营收数额已经达到了去年的两倍
0,1,0,0,0,0,Platform.sh能在不到一分钟内为你创建出新的样例和部署网页应用的复制
0,0,0,0,0,0,这就是你节省时间的原因
0,1,0,0,0,0,Platform.sh没能能帮你部署10多倍甚至20倍的应用
0,0,0,0,0,0,你的前端用户会发现网页整天都能访问，没有任何区别
0,0,0,0,0,0,这家公司的基础设施使用了多家云供应商，包括AWS、微软Azure和OrangeBusinessServices
0,1,0,0,1,0,Platform.sh有很多竞争对手，但很多公司都没有一个庞大的技术团队，无法将自己的部分基础设施外包出去
0,0,0,0,0,0,如果你建立了一个媒体网站或电商网站，你可能更想要关注自己的商业应用案例
0,1,0,0,1,0,这时Platform.sh就能为你提供一站式云端托管服务
,,,,,,;;;;;;;;;;
0,1,1,1,1,1,1月6日消息，比利时CRM解决方案公司NGDATA宣布获得940万美元B轮融资，此前NGDATA还曾于2015年10月获得1020万美元B轮融资，加上本轮资金，该公司B轮募集金额达近2000万美元
1,0,0,1,1,0,据悉，本次交易的领头方为IdinvestPartners，Pamica、SmartFinCapital、CapricornVenturePartners以及NausicaaVentures等投资机构均参与了本轮融资
0,1,0,0,1,0,据创投时报了解，NGDATA计划利用本轮资金推动公司在全球的销售和收购战略，提升公司市场营销能力以及加速完善其产品，如
0,0,0,0,1,0,客户体验操作系统LilyEnterprise，该系统能够实现客户管理流程自动化
0,1,0,0,1,0,据创投时报项目库数据显示，NGDATA是一家客户智能管理解决方案提供商，公司的集成解决方案采用大数据和机器学习技术，帮助企业获得推动企业持续发展的顾客终身价值，从而提升公司的销售业绩以及客户忠诚度
0,0,0,0,0,0,据悉，总部位于比利时根特，并在纽约和旧金山设有办事处
0,1,0,0,1,0,NGDATA为数据驱动部门提供解决方案，公司的的大部分客户属于金融、媒体以及电信行业
0,1,0,0,1,0,NGDATA首席执行官LucBurgelman进一步解释道
0,1,0,0,0,0,本轮资金将使我们能够持续提升国内以及国际业务，扩充公司人员数量以及进一步推动NGDATA收购战略
0,0,0,0,1,0,作为交易一部分，法国法律出版商EditionsLefebvreSarrut首席执行官DominiqueIllien将进入公司董事会
0,0,0,0,0,0,他表示
0,1,0,0,1,0,NGDATA以客户为中心的理念是全球企业选择使用LilyEnterprise自动化工作流程以及优化客户互动流程的重要原因
0,1,0,0,1,0,此前，NGDATA还曾于2014年获得200万欧元的风险投资
0,0,0,0,0,0,2013年9月获得330万美元A轮融资
0,0,0,0,0,0,2012年10月获得250万美元种子轮融资
0,1,0,0,1,0,截止目前，NGDATA已经累计募集资金总额达2768万美元
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,对冲基金紫晶通财完成C轮融资
1,1,1,1,1,1,6月28日晚紫晶通财在深圳福田喜来登酒店完成了C轮融资，紫晶通财此次融资是法国IdinvestPartners注资2800万美金，完成了C轮融资
0,0,0,0,0,0,资金用于基金对冲交易
0,1,0,0,1,0,紫晶通财秉承专业创造价值，勤勉回报信任的经营理念，依靠公司团队在投资、募资、管理、运营等领域的先进理念及丰富经验，整合多方优质资源，完善风控体系，在助力优质企业完成跨域发展、实现成功的同时，安全、稳健地满足境内外高端投资人群的投资、理财需求
0,1,0,0,1,0,紫晶通财高级副总裁周铁峰在会议上发表公司的未来离不开驻华各国风投企业朋友的大力支持，更离不开政府的大力扶持
0,0,0,0,0,0,公司会以实际行动来报答社会
0,0,0,0,1,0,公司的发展靠你靠我靠大家共同创造美好未来
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,时尚、奢侈品和美妆行业营销方案供应商 Launchmetrics近日宣布，已经完成5000万美元融资，由现有投资方、法国国家主权基金 Bpifrance领投，法国投资基金Seventure、德国投资基金CipioPartners和Courtin-Clarins家族娇韵诗创始家族拥有的基金FamilleC参投
0,1,0,0,1,0,Launchmetrics成立于2016年，由法国意见领袖营销软件Augure和美国时尚行业技术供应商FashionGPS合并而成
0,0,0,0,0,0,公司目前拥有约180名员工，其中80％位于法国
0,1,0,0,1,0,由超过40位数据科学家和分析师组成的Launchmetrics团队与技术团队合作，开发利用AI技术和机器学习的专有算法，为时尚、奢侈品和美妆行业带来开创新的变革
0,0,0,0,0,0,他们每天收集超过2万个品牌、5万个媒体以及10万名意见领袖的数据信息，主要涵盖三个层面
0,0,0,0,0,0,实时大数据
0,0,0,0,0,0,每天从数百万个网站、博客、专业社交帐户搜集和处理数据，扩充数据库机器学习
0,0,0,0,0,0,为文本和图像分析创建强大的深度学习算法，实时掌握与品牌、品类、活动和人物相关的趋势图形分析
0,0,0,0,0,0,将形成竞争关系的品牌之间的社群距离以可视化的图形形式呈现，方便品牌直观地观察自己在市场中所处的位置
0,1,0,0,0,0,据悉，时尚、奢侈品和美妆行业的1000多个品牌和超过5万名意见领袖每天都会利用Launchmetrics的工具来帮助他们识别行业中最有影响力的声音，将这些声音转化为营销力量，并衡量其在互联网和社交媒体上的营销和宣传活动的成果
0,1,0,0,1,0,目前，Launchmetrics的客户包括
0,0,0,0,0,0,Givenchy、Swarovski、SwatchGroup和Adidas等等
0,1,0,0,1,0,在这笔资金的支持下，Launchmetrics预计在未来四年内利用有机增长和战略性并购计划，将销售额从2500万美元提升到1亿美元
0,0,0,0,0,0,根据贝恩公司的奢侈品行业观察报告显示，时尚、奢侈品和美妆行业的营销支出每年估计为2480亿美元
0,0,0,0,0,0,奢侈品消费者中超过40%为千禧一代，随着新一代消费者的崛起，品牌正在从传统广告营销向数字营销转变
0,1,0,0,1,0,Launchmetrics将在未来两年内在市场营销、销售、软件开发和数据方面招聘150名新员工
0,0,0,0,0,0,此外，公司还将重点关注产品开发和创新，特别关注正在其数据实验室进行的内部研究
0,1,0,0,1,0,今年秋天，Launchmetrics将在欧洲市场推出全新的意见领袖关系管理工具并在2019年推出相关的全球性分析平台
0,0,0,0,0,0,同时，公司还将把资金用于扩大现有地区市场，包括
0,0,0,0,0,0,美国、英国和欧洲，重点关注德国、亚洲和中东等发展中市场，并对亚洲社交网络的数据收集进行大量投资
,,,,,,;;;;;;;;;;
0,1,1,0,1,0,近日，致力于为严重罕见病患者开发新疗法的生物技术公司Dynacure宣布完成4700万欧元约5500万美元融资，以推动其主要研发项目进入临床阶段
0,1,0,0,0,0,Dynacure由KurmaPartners、SATTConectus和IonisPharmaceuticals于2016年成立
0,0,0,0,0,0,其主要研发项目Dyn101是一种反义寡核苷酸ASO疗法，用于治疗罕见但可能致命的肌肉疾病——中央核肌病CNM
0,0,0,0,0,0,CNM是一种罕见的遗传性肌肉疾病，其影响范围从轻度到重度，症状从出生持续到成年后期
0,0,0,0,0,0,肌肉无力会影响行走，到需要使用轮椅的程度
0,0,0,0,0,0,呼吸肌无力往往需要通气辅助
0,0,0,0,0,0,吞咽困难可能要依赖胃管以确保足够的营养
0,0,0,0,0,0,这些患者急需有效治疗来缓解疾病，提高生活质量
0,1,0,0,1,0,目前，Dynacure正在与研发RNA靶向药物的公司Ionis合作开发Dyn101
0,0,0,0,0,0,该药物是一种靶向dynamin2的mRNA的ASO，ASO技术代表了一种潜力疗法，可用于由功能获得机制gain-of-functionmechanism引起的神经肌肉疾病
0,0,0,0,1,0,研究已经证明，Dyn101能在小鼠模型中下调dynamin2的表达，以预防和逆转CNM
0,0,0,0,0,0,该药物可以作用于两种形式的CNM
0,0,0,0,0,0,X连锁最常见的变体和常染色体显性形式
0,1,0,0,0,0,▲Dynacure首席执行官StephanevanRooijen博士图片来源
0,1,0,0,1,0,Dynacure官方网站
0,0,0,0,0,0,CNM是一种破坏性疾病，目前没有有效的治疗方法
0,1,0,0,0,0,通过我们正在进行的自然病史研究的临床开发项目，我们将致力于改变受CNM影响的患者和家庭的生活，Dynacure首席执行官StephanevanRooijen博士说
0,0,0,0,0,0,我们非常感谢投资者的大力支持，这证明了我们在通过临床前开发推进Dyn101方面取得的进展
1,1,0,1,1,0,根据我们支持变革性技术的战略，我们很高兴加入Dynacure，推动其为严重孤儿疾病创造首个治疗方案的使命，AnderaPartners合伙人RaphaelWisniewski先生表示
0,1,0,0,1,0,Dynacure的科学专业知识及其引人注目的临床前数据，与其组建的管理层相匹配，以指导其临床和研究项目的发展
,,,,,,;;;;;;;;;;
0,1,1,0,1,1,今日法国创企Dreem宣布获3500万美元融资，它将继续开发其脑波监控睡眠头戴
0,1,0,0,1,0,除了神经技术，Dreem的这款头戴还利用了听觉刺激来帮助人们更快、更深地入睡
1,0,0,1,0,0,这轮融资由美国消费品巨头强生以及法国国立银行Bpifrance联合领投
0,0,0,0,0,0,理解和改善睡眠，是技术、科学和社交领域最重要的工程之一
0,0,0,0,0,0,如今全世界大约有30%的人每天不能得到高效的睡眠，如果他们的睡眠质量能得到改善，那么我们将会迎来前所未有的机遇
0,1,0,0,1,0,Dreem的首席执行官HugoMercier说道
0,1,0,0,1,0,Dreem会利用这笔融资来继续开发其头戴，并投资睡眠研究
0,0,0,0,0,0,这家公司的总部位于巴黎和旧金山，它将借此把团队员工数量增加到70人
0,0,0,0,0,0,这轮新融资后，公司自2013年成立以来的融资总额将达到6000万美元，其现有投资人包括法国企业家XavierNiel和法国保险公司MAIF
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,法国创业公司WelcometotheJungle获840万美元即700万欧元融资，本轮融资投资方包括风险投资公司 XAnge、Bpifrance和KimaVentures以及投资人JeanPaulGuisset和MichaelBenabou
0,1,0,0,1,0,WelcometotheJungle正在带来一种与众不同的招聘方式
0,0,0,0,0,0,它并非帮助公司找到合适的员工，而是通过为公司提供所需的工具和曝光，使他们获得足够多的工作申请者
0,0,0,0,0,0,这家公司现阶段主要为巴黎的数百家科技公司服务
0,1,0,0,1,0,不同于创建Excel电子表格这样的传统方式，WelcometotheJungle与视频小组、摄影师和写作人员合作，来制作关于公司的介绍和宣传作品，其内容质量之高堪比艺术品
0,0,0,0,0,0,但是上述服务比较昂贵
0,1,0,0,1,0,客户通过支付服务项目酬劳，可以在WelcometotheJungle的网站上获取属于自己企业的网页
0,1,0,0,1,0,除此之外，WelcometotheJungle还为一百所大学制作季刊和每年一本的纸质杂志
0,1,0,0,1,0,诚然，WelcometotheJungle已经在巴黎覆盖了大量的公司
0,1,0,0,1,0,凡是你能想到的公司，几乎都可以在WelcometotheJungle网站上找到相关简介
0,1,0,0,1,0,目前，总共有一千家公司与WelcometotheJungle合作
0,0,0,0,0,0,该网站每月吸引600000名访问者
0,0,0,0,0,0,工程师可以根据相关技术从访问者中筛选出合适人选
0,1,0,0,1,0,除此之外，WelcometotheJungle也在逐渐升级它的招聘平台WelcomeKit
0,1,0,0,1,0,想象一下，用户在WelcometotheJungle网站上读到一个公司的简介，最终却停止在一个设计糟糕的工作申请页面，实在是不太好的用户体验
0,0,0,0,1,0,WelcomeKit取代了工作申请页面
0,0,0,0,0,0,该平台允许用户列出职位、创建申请表格和跟踪候选人
0,0,0,0,0,0,基本的服务是免费的，用户也可以支付额外的功能
0,1,0,0,1,0,WelcometotheJungle未来发展如何，随着这一轮资金募集，是时候拭目以待了
0,0,0,0,0,0,该公司将扩展到其它国家，可能是西班牙
0,1,0,0,1,0,但这将是一个缓慢的过程，因为WelcometotheJungle需要在每个国家都建立一个当地的团队来负责内容制作
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,近日，法国医疗科技创企Doctolib获得了4200万美元的C轮融资，投资者包括Eurazeo和Bpifrance
0,0,0,0,0,0,这是该公司今年以来的第二次融资，此前它曾于1月宣布完成了一轮融资
0,1,0,0,1,0,Doctolib在今年的这两轮融资中共获得了7270万美元，使得它成为了欧洲资金最充足的医疗创企之一
0,1,0,0,1,0,Doctolib开发了一个面向医患的在线预约平台
0,0,0,0,0,0,该平台在法国已经拥有一定的影响力，每个月大约有700万次预约
0,0,0,0,1,0,该公司最近扩展到了德国，并也收获了一些可喜的结果
0,0,0,0,1,0,到目前为止，他们在德国获得新用户的速度要比在法国的早期阶段快
0,0,0,0,1,0,该公司目前在柏林、慕尼黑、科隆、杜塞尔多夫和汉堡设立了5个办事处
0,0,0,0,0,0,联合创始人兼CEOStanislasNiox-Chateau表示
0,0,0,0,0,0,我们已经在德国获得了150万次预约
0,0,0,0,0,0,很快，我们的德国业务规模就会和法国的一样大
0,0,0,0,0,0,目前，该平台在法国和德国拥有3万名合作医生和1200万的月访问量
0,0,0,0,0,0,不过，公司无法从医疗交易中提成，出于隐私原因，也无法使用医疗数据
0,0,0,0,0,0,这就是为什么这家创企决定直接向医生销售他们的服务
0,1,0,0,1,0,每位医生每月支付一定的费用，使用Doctolib来取代自己的预约系统法国为每月109欧元，德国为129欧元
0,0,0,0,0,0,该公司希望利用今天的融资轮，成为该行业在德国和法国无可争议的领头羊
0,0,0,0,1,0,Docotlib将在德国招聘100名新员工，并设立工程办公室
0,1,0,0,1,0,由于目前只有部分医生在使用Doctolib，所以公司仍有很大的发展空间
0,1,0,0,1,0,当医生使用Doctolib时，患者可以直接看到医生的预约状态
0,0,0,0,0,0,当预约时间快到时，它会提醒医生进行准备
0,0,0,0,0,0,如果有患者取消了预约，它也会通知医生变更时间
0,1,0,0,1,0,总的来说，Doctolib希望帮助医生花更少的时间来完成管理任务
0,0,0,0,0,0,但是该公司的野心不仅仅在预约上
0,1,0,0,1,0,Doctolib一直在努力研究新产品，为医生们打造一整套服务
0,0,0,0,0,0,除了管理预约、候诊室等事情外，该公司还致力于改善医生和患者、医生和医生之间的沟通渠道
0,0,0,0,1,0,具体的服务描述还很模糊，但是我相信在接下里几个月里我们会听到更多有关新功能的消息
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,法国创企Travauxlib能为用户找到最合适的建筑公司来帮你翻修房屋
1,0,1,1,0,1,这家公司近日获190万美元种子轮融资，投资方包括XavierNiel、BreegaCapital和Bpifrance
0,1,0,0,1,0,Travauxlib的业务范围包括完整房屋翻新、厨房改建、卫生间装修以及房屋扩建
0,1,0,0,0,0,换言之，如果你对自己的住宅哪里看不顺眼，只需花上3000欧元到3万欧元不等，Travauxlib就会过来帮你
0,0,0,0,0,0,目前客户的平均消费数额在1.5万欧元到2万欧元之间
0,0,0,0,0,0,这家创企并不亲自帮你敲钉子抹水泥，但它能让与其合作的建筑公司来进行改建
0,0,0,0,0,0,对于建筑公司而言，这家创企能帮忙寻找新的客户，并将相关改造工作挂在其官网上
0,1,0,0,0,0,另外建筑公司可以在Travauxlib平台上进行报价，并为客户开单
0,0,0,0,0,0,这非常省时省力，因为客户不必再为那些繁琐的纸质文件而头疼
0,1,0,0,1,0,最后，Travauxlib还会与摄影师合作对你的改造地点进行拍摄
0,1,0,0,0,0,目前，有超过1000家公司在与Travauxlib合作，而且选择公司的过程也非常激烈，因为只有那些最具竞争力的建筑公司才能留下来
0,1,0,0,0,0,Travauxlib只在巴黎及其周边提供服务，不过这家公司已经有了开拓新市场的想法
0,0,0,0,0,0,房屋装修听起来并没有那么酷炫，因此这个行业一直以来都被忽略了
0,0,0,0,0,0,这个市场太过零碎以至于客户总是找不到最合适的建筑公司
0,1,0,0,0,0,Travauxlib能给客户带去更多的透明度，并添加了技术层以加快处理非装修过程中的各种事务
0,0,0,0,0,0,这足以成为一个新的盈利点
,,,,,,;;;;;;;;;;
1,1,1,1,0,0,广州日报出资8000万元入股家居电商
1,1,1,1,1,1,3月28日消息，亿邦动力网获悉，广州日报集团投入8000万元入股家居电商飞飞商城www.feifei.com，其中包括现金4000万元，广告资源4000万元，持股飞飞商城10.5%
1,0,1,1,1,0,广东广州日报传媒股份有限公司粤传媒今日发布公告，公司全资子公司广州日报报业经营有限公司与广州飞飞信息科技有限公司拟各自现金出资4000万元人民币,合计8000万元人民币,对飞飞信息全资子公司广州龙飞软件科技有限公司增资,,,,,,,
0,0,0,0,1,0,增资完成后,广报经营将持有目标公司10.526%的股份,飞飞信息持有目标公司89.474%的股份,,,,,,,
0,1,0,0,1,0,据亿邦动力网了解，飞飞商城此前一直由广州飞飞信息科技有限公司在运营，而这家公司则是B2B上市企业环球市场集团旗下的全资子公司
0,1,0,0,1,1,环球市场集团此前已对飞飞商城注资3000万元现金，本次又追加了4000万元现金
0,1,0,0,1,0,飞飞商城于2013年6月25日对外试运营，采取厂家直销、商城代运营的模式，提供家纺、生活日用、个护健康、家用电器、电脑影音、厨房用品、家具、家居饰品、灯饰照明、五金家装等12个品类的商品，并与宝洁、格兰仕、美的、爱国者等数百个品牌达成了合作
1,0,0,0,0,0,广州日报报业集团是中国内地第一家报业集团，目前读者规模全国第一，广告收入连续20年全国报纸第一，在珠三角有着广泛的影响
1,0,0,0,0,0,广日集团旗下的粤传媒则是国内的主板上市公司
0,0,0,0,0,0,业内人士分析，其次进军家居电商标志着广日集团更加深度地介入了互联网产业
1,0,0,0,0,0,而广日强大的媒体资源也将成为电商网站很好的推广渠道
,,,,,,;;;;;;;;;;
0,1,1,0,1,1,中端酒店亚朵获B轮3000万美元融资
0,1,0,0,1,0,凭借此轮的融资，亚朵将继续加速其麾下酒店在中国乃至海外的布局和发展，同时将持续构建亚朵的体验社群
0,1,1,1,1,1,中端连锁酒店亚朵1月19日宣布，公司已经完成新一轮即B轮3000万美金的融资
0,1,0,0,1,0,亚朵相关负责人表示，凭借此轮的融资，亚朵将继续加速其麾下酒店在中国乃至海外的布局和发展，同时将持续构建亚朵的体验社群
0,1,0,0,1,0,我们已经顺利的完成了B轮融资，本轮之后，我们的估值已达10亿人民币，这创造了酒店行业一个新的高度，在创新的市场环境下，不仅是移动互联网公司独领潮头，亚朵作为新传统行业的领军者，亚朵创立两年来，我们从西安南门起步，拓展到全国18个城市，40余个酒店
0,0,0,0,0,0,我们从酒店起步，拓展到公寓、O2O等几个产品线
0,1,0,0,1,0,亚朵CEO王海军表示，在本轮融资结束后，亚朵将持续加大在核心城市直营店的开设和全国酒店的拓展，同时也将推出覆盖酒店优秀员工的花朵股票计划
0,1,0,0,1,0,据悉，亚朵创建于2012年底，2013年8月第一家亚朵酒店在西安南门商业区开业
0,1,0,0,1,0,2014年亚朵与创立80余年的三联书店一起，在酒店内建立24小时阅读空间，亚朵的理念是利用酒店构建人与人的社交平台，并借助酒店的实体资源建立基于体验的O2O服务
0,1,0,0,1,0,目前亚朵酒店拥有40余家酒店，分布于上海、杭州、南京、西安、成都、北京、天津
0,1,0,0,1,0,按照王海军的计划，其拟至2015年底，亚朵开业酒店数将达到80家
0,0,0,0,0,0,其实具有创新力的传统产业一直都是投资者比较喜好的，此前经济型酒店就引发过一轮投资热潮
0,0,0,0,0,0,但是随着经济型酒店的入住率和房价双降，使得该市场的投资热度有所下降，而且优质的酒店项目也越来越少
0,1,0,0,0,0,此时，相对空白的中端酒店市场被业界关注，于是华住、如家、锦江之星等纷纷涉足中端酒店，亚朵就是这个时间点起来的本土公司
0,1,0,0,0,0,相对如家和锦江之星等资本结构已经比较固定的连锁酒店企业而言，亚朵算是还有投资空间的公司，因此不少资本机构都会将目光瞄准亚朵这类具有市场潜力且需要融资的连锁酒店企业
0,0,0,0,0,0,当然中端酒店的发展速度应该不会犹如多年前经济型酒店那样迅速，投资者也不可盲目进入
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,DoNews5月30日消息记者余维维快书包创始人徐智明今日宣布，快书包已经完成常州龙城英才投资公司800万元投资，目前资金已到账
1,1,1,1,1,0,徐智明表示，快书包获得常州龙城英才投资公司的投资及其他扶持资金800万元已陆续到位，这是继2012年3月获得新浪微博基金900万投资后的另一笔钱，使快书包得以继续存活
0,0,0,0,0,0,感谢顾客朋友和资本
0,1,0,0,1,0,徐智明还透露，目前快书包已将总部注册在常州，而北京快书包仍将作为子公司继续存在
0,1,0,0,1,0,资料显示，快书包于上2010年6月9日正式上线，主打一小时配送图书与刊物，之后增加了零食、酒、日用品等品类
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,2月22日消息，日前，草根控股召开了集团战略发布会，并在发布会上宣布旗下草根投资获得了华闻传媒投资的1亿元C轮融资
0,0,0,1,0,0,据创投时报项目数据库，草根控股集团成立于2009年，共设有两大业务板块
0,0,0,1,0,0,草根金服和众核控股
0,0,0,0,1,0,其中，草根金服定位于互联网金融信息中介服务平台，为满足中小投资者的理财需求和小微企业的融资需求，提供金融综合服务
0,1,0,0,0,0,旗下草根投资，是一家主要从事产业金融资产开发的互联网金融平台
0,0,0,0,0,0,在发展思路上，草根以货权抵押类的供应链金融为基础，贯彻金融+产业的理念，进一步提供更加贴合产业链的金融产品
0,1,0,0,1,0,之前草根投资还发布了其农村消费金融品牌草根微农贷
0,1,0,0,1,0,结合三农产业特征，草根投资将打造线上信息撮合+线下风险防控的农村金融模式，以金融的手段介入、连接农业产业链各个环节
0,1,0,0,1,1,2016年6月，草根投资获得10亿元的B轮投资
0,1,0,0,1,0,草根控股董事长金忠栲表示，在为用户服务的过程中，多元化的需求日益十分突出，而之前的草根投资仅仅只能满足部分用户
0,1,0,0,1,0,因此，针对不同层次的用户，草根控股成立了多家子公司，例如，草根投资专注于服务普通老百姓，量财富服务于100万以上的高净值用户，而金融资产交易平台则是服务于不同的金融机构，以此来满足更多用户的需求
,,,,,,;;;;;;;;;;
0,1,1,0,1,1,DoNews9月22日消息记者周勤燕互联网电视OTT运营服务商优朋普乐日前宣布完成5.28亿人民币融资，并宣布成立全资子公司优朋普乐传媒发展公司
1,0,0,0,0,0,投资方包括前海人寿保险、达华智能以及华闻传媒等
0,1,0,0,1,0,优朋普乐董事长邵以丁透露，公司估值已超过20亿元人民币
0,0,0,0,0,0,邵以丁表示，融资的资金将用于进一步充实内容以及升级技术服务平台，扩张市场用户规模，布局未来产业发展
0,1,0,0,0,0,优朋普乐同时宣布成立全资子公司优朋普乐传媒发展公司，注册资本1.5亿元
0,0,0,0,0,0,该公司将专注在互联网电视B2C市场
0,1,0,0,1,0,此外，优朋普乐宣布已经获得广东广播电视台和中国国际广播电台两家互联网电视牌照方的牌照合作授权，成为首家获得双牌照授权合作的运营服务商
0,0,0,0,0,0,截至目前，广电总局总计全国发放了7张互联网电视牌照，发放对象包括未来电视、百视通、华数、南方传媒、芒果TV、CIBN中国国际广播电台新媒体和银河电视等
0,1,0,0,0,0,邵以丁称，互联网电视OTT已经不足以界定优朋普乐的业务范围
0,1,0,0,1,0,目前优朋普乐业务具备IPTV交互式专网网络电视、DVB双向数字电视、OTT互联网电视全互动电视产业形态的内容平台运营服务解决方案
0,1,0,0,0,0,优朋普乐方面提供的数据显示，其所提供的服务平台上月度总活跃用户数达到1620万户，总播放用户的月度活跃用户数已经突破820万户
,,,,,,;;;;;;;;;;
0,0,0,0,1,0,海都讯最近，风投资本又为威客平台的竞争加了一把火
